PARAMETER ID @ COMMENT,16065@TARA_barcode#,16065@BioSamples accession number (SAMEA#),16065@ENA sample accession number (ERS#),102005@TARA_station#,500000@TARA_event-datetime_station#_event-type,"139620@[abbreviation], full name (ENVO:ID) from which this sample was collected",139619@from which this sample was collected,3@from which this sample was collected,4@from which this sample was collected,139766@used on board to prepare samples,139765@used on board to prepare samples,145407@TARA_station#_environmental-feature_size-fraction,"16119@short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",790@TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,@ENA study accession number (PRJ#),@nucleic acids preparation ,@18S and 16S rDNA amplicons generation,@Illumina libraries preparation,54242@library name,@ENA experiment accession number (ERX#),@ENA run accession number (ERR#),@ENA run alias,54242@nucleotides data file (fastq format) from ENA's sequence read archive ,54242@nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
PARAMETER,Sample ID,Sample ID,Sample ID,Station label,Event label,Environmental feature,"Depth, nominal","Depth, top/min","Depth, bottom/max","Size fraction, lower threshold","Size fraction, upper threshold",Sample material,Sample method,Sample code/label,Analysis ID,Analysis method,Analysis method,Analysis method,Analysis label,Analysis ID,Analysis ID,Analysis label,Uniform resource locator/link to metadata file,Uniform resource locator/link to metadata file,,,,,,,,,,
PI,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Alberti,Alberti,Alberti,Alberti,pesant,Alberti,Alberti,Alberti,pesant,pesant,,,,,,,,,,
METHOD,"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)",registered at the BioSamples database (http://www.ebi.ac.uk/biosamples/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","terms registered at EnvO, the Environmental Ontology (http://environmentontology.org/)",,,,described in (Pesant et al. 2017),described in (Pesant et al. 2017),,described in (Pesant et al. 2017),,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,,,,,,
COMMENT,TARA_barcode#,BioSamples accession number (SAMEA#),ENA sample accession number (ERS#),TARA_station#,TARA_event-datetime_station#_event-type,"[abbreviation], full name (ENVO:ID) from which this sample was collected",from which this sample was collected,from which this sample was collected,from which this sample was collected,used on board to prepare samples,used on board to prepare samples,TARA_station#_environmental-feature_size-fraction,"short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,ENA study accession number (PRJ#),nucleic acids preparation ,18S and 16S rDNA amplicons generation,Illumina libraries preparation,library name,ENA experiment accession number (ERX#),ENA run accession number (ERR#),ENA run alias,nucleotides data file (fastq format) from ENA's sequence read archive ,nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
1597,TARA_N000002293,SAMEA2731992,ERS493086,TARA_128,TARA_20110905T1638Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_128_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110905T1638Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002293,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEIAOSW_r1,ERX1782272,ERR1712157,run_ARC_BEIAOSW_7_C2FK7ACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712157/ERR1712157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712157/ERR1712157_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712157,,,,,,,,,,
1598,TARA_N000002293,SAMEA2731992,ERS493086,TARA_128,TARA_20110905T1638Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_128_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110905T1638Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002293,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEIAOSW_r1,ERX1782423,ERR1712174,run_ARC_BEIAOSW_8_C0YGTACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712174/ERR1712174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712174/ERR1712174_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712174,,,,,,,,,,
1599,TARA_N000002297,SAMEA2732035,ERS493070,TARA_128,TARA_20110905T0007Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_128_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110905T0007Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002297,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEKAOSW_r1,ERX1782186,ERR1712067,run_ARC_BEKAOSW_8_C0YGTACXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712067/ERR1712067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712067/ERR1712067_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712067,,,,,,,,,,
1600,TARA_N000002297,SAMEA2732035,ERS493070,TARA_128,TARA_20110905T0007Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_128_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110905T0007Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002297,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEKAOSW_r1,ERX1782299,ERR1711952,run_ARC_BEKAOSW_8_C2FK7ACXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711952/ERR1711952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711952/ERR1711952_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711952,,,,,,,,,,
1601,TARA_N000002301,SAMEA2731987,ERS493066,TARA_128,TARA_20110904T2050Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_128_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110904T2050Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002301,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BELAOSW_r1,ERX1782142,ERR1711989,run_ARC_BELAOSW_6_C2FK0ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711989/ERR1711989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711989/ERR1711989_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711989,,,,,,,,,,
1602,TARA_N000002301,SAMEA2731987,ERS493066,TARA_128,TARA_20110904T2050Z_128_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_128_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110904T2050Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002301,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BELAOSW_r1,ERX1782127,ERR1712175,run_ARC_BELAOSW_8_C0YGTACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712175/ERR1712175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712175/ERR1712175_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712175,,,,,,,,,,
1603,TARA_N000002358,SAMEA2732732,ERS493278,TARA_131,TARA_20110930T2211Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,5,20,TARA_131_DCM_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110930T2211Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N5-20_N000002358,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEPAOSW_r1,ERX1782466,ERR1712050,run_ARC_BEPAOSW_3_C2EUGACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712050/ERR1712050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712050/ERR1712050_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712050,,,,,,,,,,
1604,TARA_N000002358,SAMEA2732732,ERS493278,TARA_131,TARA_20110930T2211Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,5,20,TARA_131_DCM_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110930T2211Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N5-20_N000002358,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEPAOSW_r1,ERX1782231,ERR1711979,run_ARC_BEPAOSW_8_C0V00ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711979/ERR1711979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711979/ERR1711979_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711979,,,,,,,,,,
1605,TARA_N000002362,SAMEA2732785,ERS493274,TARA_131,TARA_20110930T2137Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,20,180,TARA_131_DCM_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110930T2137Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N20-180_N000002362,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEQAOSW_r1,ERX1782200,ERR1712077,run_ARC_BEQAOSW_5_C1JREACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712077/ERR1712077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712077/ERR1712077_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712077,,,,,,,,,,
1606,TARA_N000002362,SAMEA2732785,ERS493274,TARA_131,TARA_20110930T2137Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,20,180,TARA_131_DCM_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110930T2137Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N20-180_N000002362,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BEQAOSW_r1,ERX1782114,ERR1712020,run_ARC_BEQAOSW_7_C2FK0ACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712020/ERR1712020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712020/ERR1712020_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712020,,,,,,,,,,
1607,TARA_N000002366,SAMEA2732729,ERS493270,TARA_131,TARA_20110930T2058Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,180,2000,TARA_131_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110930T2058Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N180-2000_N000002366,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BERAOSW_r1,ERX1782174,ERR1711895,run_ARC_BERAOSW_5_C2EUGACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711895/ERR1711895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711895/ERR1711895_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711895,,,,,,,,,,
1608,TARA_N000002366,SAMEA2732729,ERS493270,TARA_131,TARA_20110930T2058Z_131_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,108,112,180,2000,TARA_131_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110930T2058Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N180-2000_N000002366,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BERAOSW_r1,ERX1782329,ERR1712120,run_ARC_BERAOSW_7_C0Y8HACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712120/ERR1712120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712120/ERR1712120_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712120,,,,,,,,,,
1609,TARA_N000002350,SAMEA2623035,ERS493262,TARA_131,TARA_20110930T1738Z_131_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,106,115,0.8,>0.8,TARA_131_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110930T1738Z_131_Combined-EVENTS_CAST_DCM_(110m)_SEQ-(100L-or-15min)_W>0.8_N000002350,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BETAOSW_r1,ERX1782140,ERR1711881,run_ARC_BETAOSW_5_C3ETKACXX.IND2,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711881/ERR1711881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711881/ERR1711881_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711881,,,,,,,,,,
1610,TARA_N000002350,SAMEA2623035,ERS493262,TARA_131,TARA_20110930T1738Z_131_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),110,106,115,0.8,>0.8,TARA_131_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110930T1738Z_131_Combined-EVENTS_CAST_DCM_(110m)_SEQ-(100L-or-15min)_W>0.8_N000002350,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BETAOSW_r1,ERX1782149,ERR1712036,run_ARC_BETAOSW_6_C0Y8HACXX.IND2,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712036/ERR1712036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712036/ERR1712036_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712036,,,,,,,,,,
1611,TARA_N000002360,SAMEA2732135,ERS493237,TARA_131,TARA_20110930T0225Z_131_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_131_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110930T0225Z_131_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002360,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFBAOSW_r1,ERX1782428,ERR1712117,run_ARC_BFBAOSW_6_C2EUGACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712117/ERR1712117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712117/ERR1712117_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712117,,,,,,,,,,
1612,TARA_N000002360,SAMEA2732135,ERS493237,TARA_131,TARA_20110930T0225Z_131_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_131_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110930T0225Z_131_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002360,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFBAOSW_r1,ERX1782304,ERR1712027,run_ARC_BFBAOSW_7_C0Y8HACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712027/ERR1712027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712027/ERR1712027_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712027,,,,,,,,,,
1613,TARA_N000002352,SAMEA2623018,ERS493224,TARA_131,TARA_20110929T1923Z_131_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_131_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110929T1923Z_131_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002352,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFDAOSW_r1,ERX1782378,ERR1712054,run_ARC_BFDAOSW_2_C2MHYACXX.IND5,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712054/ERR1712054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712054/ERR1712054_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712054,,,,,,,,,,
1614,TARA_N000002352,SAMEA2623018,ERS493224,TARA_131,TARA_20110929T1923Z_131_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_131_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110929T1923Z_131_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002352,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFDAOSW_r1,ERX1782251,ERR1711975,run_ARC_BFDAOSW_7_C0Y8HACXX.IND5,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711975/ERR1711975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711975/ERR1711975_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711975,,,,,,,,,,
1615,TARA_N000002348,SAMEA2623016,ERS493222,TARA_131,TARA_20110929T1923Z_131_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,>0.8,TARA_131_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110929T1923Z_131_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002348,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFEAOSW_r1,ERX1782258,ERR1712178,run_ARC_BFEAOSW_6_C3ETKACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712178/ERR1712178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712178/ERR1712178_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712178,,,,,,,,,,
1616,TARA_N000002348,SAMEA2623016,ERS493222,TARA_131,TARA_20110929T1923Z_131_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,>0.8,TARA_131_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110929T1923Z_131_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002348,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFEAOSW_r1,ERX1782351,ERR1711912,run_ARC_BFEAOSW_8_C0Y8HACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711912/ERR1711912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711912/ERR1711912_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711912,,,,,,,,,,
1617,TARA_N000002191,SAMEA2623228,ERS493557,TARA_135,TARA_20111023T2122Z_135_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),30,28,32,0.8,5,TARA_135_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20111023T2122Z_135_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000002191,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFFAOSW_r1,ERX1782341,ERR1711903,run_ARC_BFFAOSW_7_C2EUGACXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711903/ERR1711903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711903/ERR1711903_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711903,,,,,,,,,,
1618,TARA_N000002191,SAMEA2623228,ERS493557,TARA_135,TARA_20111023T2122Z_135_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),30,28,32,0.8,5,TARA_135_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20111023T2122Z_135_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000002191,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFFAOSW_r1,ERX1782379,ERR1712162,run_ARC_BFFAOSW_8_C0Y8HACXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712162/ERR1712162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712162/ERR1712162_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712162,,,,,,,,,,
1619,TARA_N000002183,SAMEA2623226,ERS493555,TARA_135,TARA_20111023T2122Z_135_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),30,28,32,0.8,>0.8,TARA_135_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20111023T2122Z_135_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W>0.8_N000002183,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFKAOSW_r1,ERX1782364,ERR1711927,run_ARC_BFKAOSW_8_C0Y8HACXX.IND3,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711927/ERR1711927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711927/ERR1711927_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711927,,,,,,,,,,
1620,TARA_N000002183,SAMEA2623226,ERS493555,TARA_135,TARA_20111023T2122Z_135_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),30,28,32,0.8,>0.8,TARA_135_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20111023T2122Z_135_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W>0.8_N000002183,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFKAOSW_r1,ERX1782101,ERR1712091,run_ARC_BFKAOSW_8_C2EUGACXX.IND3,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712091/ERR1712091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712091/ERR1712091_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712091,,,,,,,,,,
1621,TARA_N000002172,SAMEA2623246,ERS493592,TARA_135,TARA_20111024T1707Z_135_Combined-EVENTS_CAST,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),650,646,655,0.8,3,TARA_135_MES_0.8-3,SEQ-(100L-or-15min)_W0.8-3,TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L-or-15min)_W0.8-3_N000002172,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFLAOSW_r1,ERX1782262,ERR1712034,run_ARC_BFLAOSW_2_C3FPMACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712034/ERR1712034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712034/ERR1712034_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712034,,,,,,,,,,
1622,TARA_N000002172,SAMEA2623246,ERS493592,TARA_135,TARA_20111024T1707Z_135_Combined-EVENTS_CAST,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),650,646,655,0.8,3,TARA_135_MES_0.8-3,SEQ-(100L-or-15min)_W0.8-3,TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L-or-15min)_W0.8-3_N000002172,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFLAOSW_r1,ERX1782269,ERR1711925,run_ARC_BFLAOSW_8_C0Y8HACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711925/ERR1711925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711925/ERR1711925_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711925,,,,,,,,,,
1623,TARA_N000002193,SAMEA2732980,ERS493530,TARA_135,TARA_20111023T1803Z_135_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_135_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20111023T1803Z_135_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002193,PRJEB6609,Euk_DNA_RNA_ext,,SMART_dT,ARC_BFPAOSW_r1,ERX1782227,ERR1711940,run_ARC_BFPAOSW_1_C2FGAACXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711940/ERR1711940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711940/ERR1711940_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711940,,,,,,,,,,
